ACCESSION,PC,TEXT,TEXT_FR,ID,IMAGE,IMAGE_FR,CREDIT,LAT,LONG,ADDRESS,ADDRESS_FR,ARTWORK,ARTWORK_FR,ARTISTS,LOCATION,LOCATION_FR,CITY,PROVINCE,DATE_MOD,MATERIAL,MATERIAL_FR,YEAR
2009-0039,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA95,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_95_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_95_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Racette, Christopher","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0040,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA96,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_96_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_96_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Radjenovic, Bozica","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0041,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA97,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_97_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_97_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Reynolds & Swain, Michael & Chandler","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0042,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA98,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_98_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_98_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Rouholamini, Mana","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0043,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA99,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_99_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_99_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Rouholamini, Mana","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
1994-0002,,,,PA320,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1994-0002a-4.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1994-0002a-4.jpg,,45.43963,-75.693755,111 Sussex Drive,"111, prom Sussex",Portes Rideau,Portes Rideau,"Berlanga, Miguel",111 Sussex Drive,111 Sussex Dr,Ottawa,ON,20180322,"glass, slate and brass","verre, ardoise et laiton ",1993
1994-0004,,,,PA321,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1994-0001-007a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1994-0001-007a.jpg,,45.43963,-75.693755,111 Sussex Dr,"111, prom Sussex",Call for Expressions-Many Voices/Miltunkasik,Call for Expressions-Many Voices/Miltunkasik,"Newdigate, Ann",111 Sussex Drive,111 Sussex Dr,Ottawa,ON,20180322,tapestry and canvas,tapisserie et toile,1993
2017-0069,,,,PA337,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0069a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0069a.jpg,,45.339986,-75.927333,1321-3043 Innovation Dr,"1321-3043, prom Innovation",Tempus,Tempus,"Cronin, Lynda","1321-3043 Innovation Drive, Innovation Park and Ride","1321-3043 Innovation Drive, Innovation Park and Ride",Ottawa,ON,20180322,powder-coated aluminum,aluminium enduit de poudre,2016
1989-0020,,,,PA317,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1989-0020.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1989-0020.jpg,,45.384073,-75.741218,1445 Carling Ave,"1445, av Carling",Firefighters in Action (Series),Firefighters in Action (Series),"McVeigh, Don","1445 Carling Avenue, Fire Station Administration offices","1445 Carling Avenue, Fire Station Administration offices",Ottawa,ON,20180322,oil on canvas,huile sur toile,1988
2016-0004,,,,PA330,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0004a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0004a.jpg,,45.433652,-75.695625,145 Cathcart St,"145, rue Cathcart",Our Fence,Notre clôture,"Cunnane, Cairn","Bingham Park, 145 Cathcart Street","Bingham Park, 145 Cathcart Street",Ottawa,ON,20180322,"powder-coated, stainless steel","acier inoxydable, peinture en poudre  ",2014
2016-0033,,,,PA331,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0033.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0033.jpg,,45.415331,-75.686551,166 Frank St,"166, rue Frank",The Listening Tree,L'arbre écoute,Mixed Metaphors Design,"166 Frank Street, St. Luke’s Park","166 Frank Street, St. Luke’s Park",Ottawa,ON,20180322,stainless steel,acier inoxydable ,2015
s2010-0008,,,,PA339,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2010-0008.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2010-0008.jpg,,45.432048,-75.691648,172 Guigues Ave,"172, av Guigues",study for Hazeldean banners,study for Hazeldean banners,,"172 Guigues Avenue, 3rd Floor (Storage Room A & B)","172 Guigues Avenue, 3rd Floor (Storage Room A & B)",Ottawa,ON,20180322,aluminium ,aluminium,2010
1991-0007,,,,PA319,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1991-0007.01.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1991-0007.01.jpg,,45.432048,-75.691648,172 Guigues Ave,"172, av Guigues",Tell Me A Story...,Tell Me A Story...,"Nigro, Richard","172 Guigues Avenue, 3rd Floor (Storage Room A & B)","172 Guigues Avenue, 3rd Floor (Storage Room A & B)",Ottawa,ON,20180322,"photo etching on zinc plates, concrete base","photogravure sur  plaques en zinc, base en béton",1991
T1999-0024,,,,PA341,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/T1999-0024a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/T1999-0024a.jpg,,45.432048,-75.691648,172 Guigues Ave,"172, av Guigues",Bywash 1832,Bywash 1832,CAAP Collective,"172 Guigues Avenue, Main Floor","172 Guigues Avenue, Main Floor",Ottawa,ON,20180322,"steel, cast glass, photography",,1998
2017-0068,,,,PA336,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0068a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0068a.jpg,,45.406972,-75.67608,223 Main St,"223, rue Main",Main2,Main2,"Kinmond, Stuart","223 Main Street, St. Paul’s University","223 Main Street, St. Paul’s University",Ottawa,ON,20180322,"ceramic frit on glass, aluminum, steel, and concrete","fritte céramique sur verre, aluminium, acier et béton",2016
2017-0065,,,,PA333,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0065.01.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0065.01.jpg,,45.45435,-75.463712,2263 Portobello Blvd,"2263, boul Portobello",Almanac,Almanach ,"Thompson, Amy","2263 Portobello Boulevard, François Dupuis Pool","2263 Portobello Boulevard, François Dupuis Pool",Ottawa,ON,20180322,powder-coated aluminum and stainless steel,aluminium enduit de poudre et acier inoxydable,2016
1989-0022,,,,PA318,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1989-0022.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1989-0022.jpg,,45.378451,-75.610229,2280 Stevenage Dr,"2280, prom Stevenage",Kinetic Clock,Kinetic Clock,"Stonyer, Andrew","2280 Stevenage Drive, Heritage Grade Restoration","2280 Stevenage Drive, Heritage Grade Restoration",Ottawa,ON,20180322,steel and paint,acier et peinture,1989
1987-0095,,,,PA316,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1987-0095a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1987-0095a.jpg,,45.360051,-75.793279,2730 Carling Ave,"2730, av Carling",The Olde Forge,The Olde Forge,"Robertson, Jeannine","2730 Carling Avenue, Old Forge Community Centre","2730 Carling Avenue, Old Forge Community Centre",Ottawa,ON,20180322,"silkscreen, oil pastel on paper","sérigraphie, pastel à l'huile sur papier",1987
1986-0084,,,,PA315,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1986-0084.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1986-0084.jpg,,45.42192,-75.654656,275 Coventry Rd,"275, ch Coventry",13 Fire Axes,13 Fire Axes,"McVeigh, Don","275 Coventry Road, Fire Station 56","275 Coventry Road, Fire Station 56",Ottawa,ON,20180322,"terrazzo, granite, and zinc","terrazo, granite et zinc",1986
1995-0001,,,,PA322,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0001.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0001.jpg,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Stands of Time,Stands of Time,"Kerr, Randy","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20180322,mixed media,technique mixte,1994
1995-0002,,,,PA323,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0002.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0002.jpg,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Repertoire of Reality,Repertoire of Reality,"Cronin, Lynda","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20180322,cibachrome and steel,cibachrome et acier,1995
1995-0003,,,,PA324,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0003.01.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0003.01.jpg,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Untitled,Untitled,"Gilbert, Lorraine","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20180322,Ektachrome colour prints,épreuve Ektacolour,1994
1995-0004,,,,PA325,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0004.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0004.jpg,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Maintaining,Maintaining,"Feindel, Susan","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20180322,"frescoe Bueno on galvanized steel lathing, plywood and steel support system, steel angle frame, acrylic medium","frescoe bueno sur acier galvanisé,
contreplaqué et support d’acier",1995
1995-0005,,,,PA326,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0005.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0005.jpg,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea","History of the Municipal Workshops Past
","History of the Municipal Workshops Past
","fleury, c j","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20180322,"limestone, sand, steel, wood, tripod, aluminum lunch box
","pierre calcaire, sable, acier,bois, trépied, boite a gouté en aluminium",1994
1995-0006,,,,PA327,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0006.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/1995-0006.jpg,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Retirement Suite ,Retirement Suite ,"fleury, c j","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20180322,"wood, steel, acrylic, plaster","bois, acier, acrylique et plâtre",1994
2017-0067,,,,PA335,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0067a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2017-0067a.jpg,,45.391378,-75.756293,399 Winston Ave,"399, av Winston",Winston Chandelier,chandelier Winston,,"399 Winston Avenue, Winston Plaza ","399 Winston Avenue, Winston Plaza ",Ottawa,ON,20180322,powder-coated aluminum,aluminium enduit de poudre,2015
s2016-0006,,,,PA340,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0006.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0006.jpg,,45.516177,-75.405868,532 Dunning Lane,"532, ln Dunning",study for Sphere Field,étude pour Sphere Field,"Emig, Kenneth","Ken Emig’s studio, 532 Dunning Lane","Ken Emig’s studio, 532 Dunning Lane",Ottawa,ON,20180322,mixed media,,2015
2017-0066,,,,PA334,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/DSC1060.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/DSC1060.jpg,,45.34442,-75.738052,56 Fieldrow St,"56, rue Fieldrow",Ebb + Flow,Flux + Reflux,"Kemp, Dave ","56 Fieldrow Street, Crestview Pool","56 Fieldrow Street, Crestview Pool",Ottawa,ON,20180322,steel,acier,2016
2016-0034,,,,PA332,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0034.01.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0034.01.jpg,,45.265274,-75.551898,7292 Parkway Rd,"7292, ch Parkway",A CELEBRATION OF COMMUNITY,UNE CÉLÉBRATION DE LA COMMUNAUTÉ,"desClouds, Tim",Greely Village Park 7292 Parkway Road ,Greely Village Park 7292 Parkway Road ,Ottawa,ON,20180322,powder-coated steel and stainless steel,acier enduit de poudre et acier inoxidable,2015
2001-0322,,,,PA328,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2001-0322a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2001-0322a.jpg,,45.400236,-75.68235,955 Bank St,"955, rue Bank",Cows Fly Home on Sunday,Cows Fly Home on Sunday,"desClouds, Tim","955 Bank Street, Lansdowne Park Complex: Aberdeen Pavilion
","955 Bank Street, Lansdowne Park Complex: Aberdeen Pavilion
",Ottawa,ON,20180322,"steel, copper, aluminum","acier, cuivre et aluminium",1994
2016-0003,,,,PA329,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0003a.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2016-0003a.jpg,,45.426399,-75.670037,Adawe,Adawe,A View from Two Sides,Une vue de deux côtés,"Emig, Kenneth",Adawe Crossing (Donald/Somerset at Rideau River),Adawe Crossing (Donald/Somerset at Rideau River),Ottawa,ON,20180322,stainless steel,acier inoxydable ,2014
2018-0001,,,,PA338,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2018-0001.01.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/2018-0001.01.jpg,,45.390901,-75.630215,2185 Arch St,"2185, rue Arch",Along the boards,Le long de la bande,"Griffin, Christopher",Jim Tubman Chevrolet SENS Rink,Jim Tubman Chevrolet SENS Rink,Ottawa,ON,20180322,stainless steel,acier inoxydable ,2017
